Company Name,CEO,Headquarter,Jan 2020 Rank,Jan 2020 Market Capitalization,July 2020 Rank,July 2020 Market Capitalization,Aug 2020 Rank,Aug 2020 Market Capitalization,Jan 2021 Rank,Jan 2021 Market Capitalization,Logo,URL
THE BANK OF NEW YORK MELLON CORPORATION,Thomas P Gibbons,USA,310,46.497 Billion USD,408,33.594 Billion USD,461,31.652 Billion USD,468,37.608 Billion USD,None,https://www.bnymellon.com
UBS GROUP AG,Sergio Ermotti,Switzerland,311,46.416 Billion USD,323,42.019 Billion USD,321,42.892 Billion USD,312,51.211 Billion USD,None,https://www.ubs.com
PING AN BANK,XIE Yonglin,China,312,45.833 Billion USD,351,38.715 Billion USD,360,39.258 Billion USD,272,57.448 Billion USD,None,https://bank.pingan.com/en/
BUDWEISER BREWING COMPANY APAC,Jan Craps,Hong Kong,313,45.624 Billion USD,347,38.908 Billion USD,285,46.741 Billion USD,380,43.726 Billion USD,None,http://www.budweiserapac.com/
SANDS CHINA,Sheldon Adelson,Macao,314,45.569 Billion USD,414,33.255 Billion USD,398,35.961 Billion USD,493,35.525 Billion USD,None,https://www.sandschina.com/
MOODY'S CORPORATION,Raymond W. McDaniel Jr,USA,315,45.199 Billion USD,231,52.127 Billion USD,244,53.395 Billion USD,292,54.507 Billion USD,None,https://www.moodys.com
COMPAGNIE FINANCIERE RICHEMONT SA,Jerome Lambert,Switzerland,316,45.102 Billion USD,371,36.798 Billion USD,395,36.015 Billion USD,306,51.795 Billion USD,None,https://www.richemont.com/
ACTIVISION BLIZZARD,Bobby Kotick,USA,317,45.058 Billion USD,190,59.720 Billion USD,190,64.227 Billion USD,206,71.760 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/activision-blizzard.jpg?itok=bebOT7ii,https://www.activisionblizzard.com/
ORIENTAL LAND,Toshio Kagami,Japan,318,45.006 Billion USD,314,42.854 Billion USD,320,42.931 Billion USD,304,52.320 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/olc-group.jpg?itok=yqEz25s2,http://www.olc.co.jp
ANALOG DEVICES,Vincent Roche,USA,319,44.976 Billion USD,293,44.668 Billion USD,323,42.831 Billion USD,290,54.584 Billion USD,None,https://www.analog.com
FIRST ABU DHABI BANK,Abdulhamid Saeed,UAE,320,44.920 Billion USD,412,33.300 Billion USD,416,34.000 Billion USD,441,39.440 Billion USD,None,http://bankfab.ae/
PUBLIC STORAGE,Joseph D. Russell Jr,USA,321,44.919 Billion USD,307,43.373 Billion USD,393,36.106 Billion USD,430,40.372 Billion USD,None,https://www.publicstorage.com/
SHIN-ETSU CHEMICAL,Yasuhiko Saito,Japan,322,44.914 Billion USD,268,48.248 Billion USD,268,49.550 Billion USD,204,72.325 Billion USD,None,https://www.shinetsu.co.jp
BCE (Bell Canada Enterprises),Mirko Bibic,Canada,323,44.829 Billion USD,361,37.850 Billion USD,359,39.296 Billion USD,446,38.601 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/bce.jpg?itok=nCylr1wc,http://www.bce.ca/
KOTAK MAHINDRA BANK,Uday Kotak,India,324,44.702 Billion USD,389,34.827 Billion USD,410,34.463 Billion USD,297,54.094 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/kotak-mahindra-bank.jpg?itok=4o-vaRaT,https://www.kotak.com/en.html
SUN HUNG KAI PROPERTIES,Raymond Kwok,Hong Kong,325,44.644 Billion USD,359,38.088 Billion USD,377,37.617 Billion USD,469,37.378 Billion USD,None,https://www.shkp.com
AL RAJHI BANKING AND INVESTMENT CORPORATION,Waleed A. Al-Mogbel,Saudi Arabia,326,44.415 Billion USD,349,38.813 Billion USD,316,43.159 Billion USD,331,49.067 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-06/al-rajhi-bank.JPG?itok=SLslb6xs,https://www.alrajhibank.com.sa/
KPMG,None,Netherlands,326,None,None,None,None,None,326,None,None,https://home.kpmg/
EXELON CORPORATION,Christopher M. Crane,USA,327,44.407 Billion USD,372,36.521 Billion USD,401,35.589 Billion USD,417,41.189 Billion USD,None,http://www.exeloncorp.com/
L3HARRIS TECHNOLOGIES,William M. Bill Brown,USA,328,44.405 Billion USD,367,37.130 Billion USD,367,38.610 Billion USD,439,39.715 Billion USD,None,https://www.harris.com/
LAM RESEARCH CORPORATION,Timothy M. Archer,USA,329,44.346 Billion USD,274,46.989 Billion USD,258,51.470 Billion USD,221,68.011 Billion USD,None,https://www.lamresearch.com/
ANHUI CONCH CEMENT COMPANY,Bin Wu,China,330,44.331 Billion USD,328,41.587 Billion USD,325,42.651 Billion USD,437,39.758 Billion USD,None,http://english.conch.cn/
HANGZHOU HIKVISION DIGITAL TECHNOLOGY,Hongjia Gong,China,331,44.283 Billion USD,304,43.671 Billion USD,270,49.258 Billion USD,216,69.378 Billion USD,None,https://www.hikvision.com/en/
PHILIPS,Frans van Houten,Netherlands,332,44.275 Billion USD,315,42.673 Billion USD,293,45.663 Billion USD,332,48.973 Billion USD,None,https://www.philips.com/global
INVESTOR AB (PUBL),Johan Forssell,Sweden,333,43.995 Billion USD,327,41.753 Billion USD,289,46.065 Billion USD,286,55.421 Billion USD,None,https://www.investorab.com/
PICC GROUP (PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA),Jianjun Zhang,China,334,43.847 Billion USD,326,41.764 Billion USD,326,42.326 Billion USD,451,38.469 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/picc.jpg?itok=xuZNKutj,http://www.picc.com/
INFOSYS,Salil Parekh,India,335,43.801 Billion USD,324,42.016 Billion USD,249,52.933 Billion USD,202,72.539 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/infosys.jpg?itok=Ma5thinS,https://www.infosys.com/
CHINA OVERSEAS LAND AND INVESTMENT,Zhang Zhichao,Hong Kong,336,43.726 Billion USD,376,36.390 Billion USD,436,33.114 Billion USD,775,23.818 Billion USD,None,https://www.cohl.com
ORSTED A/S,Henrik Poulsen,Denmark,337,43.383 Billion USD,254,49.780 Billion USD,203,59.672 Billion USD,163,85.753 Billion USD,None,https://orsted.com/en
SYSCO CORPORATION,Kevin Hourican,USA,338,43.379 Billion USD,523,27.442 Billion USD,520,29.205 Billion USD,463,37.825 Billion USD,None,https://www.sysco.com/
DAIICHI SANKYO COMPANY,Sunao Manabe,Japan,339,43.295 Billion USD,240,51.354 Billion USD,208,58.948 Billion USD,220,68.150 Billion USD,None,https://www.daiichisankyo.com/
NATIONAL GRID TRANSCO,John Pettigrew,UK,340,43.268 Billion USD,331,41.088 Billion USD,351,40.262 Billion USD,406,41.826 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/national-grid.jpg?itok=MGgeRdlq,https://www.nationalgrid.com
BAXTER INTERNATIONAL,Jose E. Almeida,USA,341,43.203 Billion USD,294,44.376 Billion USD,329,42.063 Billion USD,422,40.988 Billion USD,None,https://www.baxter.com/
BODEGAS ESMERALDA,None,Argentina,342,43.078 Billion USD,427,32.340 Billion USD,406,35.070 Billion USD,None,None,None,http://www.bodegasesmeralda.com.ar/
PROGRESSIVE CORPORATION,Tricia Griffith,USA,343,43.008 Billion USD,278,46.373 Billion USD,240,53.751 Billion USD,267,57.874 Billion USD,None,https://www.progressive.com/
MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT,Joachim Wenning,Germany,344,42.927 Billion USD,374,36.450 Billion USD,364,39.064 Billion USD,412,41.423 Billion USD,None,https://www.munichre.com/
DASSAULT SYSTEMES,Bernard Charles,France,345,42.904 Billion USD,287,45.118 Billion USD,284,46.804 Billion USD,301,53.310 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/dassault.jpg?itok=RkS_B7Xn,https://www.3ds.com/
PTT PUBLIC COMPANY,Chansin Treenuchagron,Thailand,346,42.900 Billion USD,None,5.992 Billion USD,429,33.376 Billion USD,423,40.930 Billion USD,None,http://www.pttplc.com
HONG KONG EXCHANGES AND CLEARING (HKEX),Li Xiaojia,Hong Kong,347,42.694 Billion USD,203,56.929 Billion USD,197,62.038 Billion USD,213,69.497 Billion USD,None,https://www.hkex.com.hk
SEMPRA ENERGY,Jeffrey W. Martin,USA,348,42.652 Billion USD,386,35.380 Billion USD,391,36.296 Billion USD,478,36.754 Billion USD,None,https://www.sempra.com/
CREDIT AGRICOLE,Philippe Brassac,France,349,42.590 Billion USD,496,28.398 Billion USD,537,28.338 Billion USD,480,36.631 Billion USD,None,https://www.credit-agricole.com
CITIC SECURITIES COMPANY,None,China,350,42.492 Billion USD,169,66.992 Billion USD,161,72.200 Billion USD,303,53.039 Billion USD,None,http://www.citics.com.hk
ROSS STORES,Barbara Rentler,USA,351,42.433 Billion USD,435,31.528 Billion USD,469,31.044 Billion USD,381,43.721 Billion USD,None,https://www.rossstores.com/
STATE BANK OF INDIA,Vinay M Tonse,India,352,42.406 Billion USD,689,21.437 Billion USD,689,23.023 Billion USD,520,34.149 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/sbi.jpg?itok=R8cgUPtk,https://www.onlinesbi.com/
HENKEL AG,Carsten Knobel,Germany,353,42.232 Billion USD,360,38.067 Billion USD,343,40.791 Billion USD,370,44.557 Billion USD,None,https://www.henkel.com
BARCLAYS,Jes Staley,UK,354,42.108 Billion USD,614,23.821 Billion USD,640,24.421 Billion USD,508,34.698 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/barclays.jpg?itok=Cvmx9r79,https://home.barclays/
HON HAI PRECISION INDUSTRY,Yang-wei Liu,Taiwan,355,42.097 Billion USD,336,40.511 Billion USD,384,36.870 Billion USD,328,49.310 Billion USD,None,http://www.foxconn.com/
FERRARI,Louis C. Camilleri,Italy,356,42.029 Billion USD,310,43.236 Billion USD,277,47.869 Billion USD,270,57.566 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/ferrari.jpg?itok=FEFaeWue,http://corporate.ferrari.com
GLENCORE,Ivan Glasenberg,Switzerland,357,42.021 Billion USD,486,28.656 Billion USD,515,29.383 Billion USD,399,42.453 Billion USD,None,https://www.glencore.com/
DAIKIN INDUSTRIES,Masanori Togawa,Japan,358,41.675 Billion USD,269,48.193 Billion USD,237,54.122 Billion USD,232,65.420 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/daikin.jpg?itok=EfV4cph_,https://www.daikin.com/
IKEA,None,USA,358,None,None,None,None,None,358,None,None,https://www.ikea.com/
HITACHI,Toshiaki Higashihara,Japan,359,41.640 Billion USD,453,30.275 Billion USD,444,32.519 Billion USD,464,37.820 Billion USD,None,https://www.hitachi.com/
ECOPETROL,Felipe Bayon,Colombia,360,41.535 Billion USD,627,23.395 Billion USD,679,23.190 Billion USD,692,26.832 Billion USD,None,https://www.ecopetrol.com.co
REGENERON PHARMACEUTICALS,Leonard Schleifer,USA,361,41.284 Billion USD,180,63.860 Billion USD,189,64.419 Billion USD,308,51.551 Billion USD,None,https://www.regeneron.com/
ITC,Sanjiv Puri,India,362,41.104 Billion USD,416,33.111 Billion USD,464,31.486 Billion USD,489,36.018 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/itc.jpg?itok=rQlqOzL9,https://www.itcportal.com/
AUTODESK,Andrew Anagnost,USA,363,41.067 Billion USD,227,52.640 Billion USD,236,54.420 Billion USD,225,67.141 Billion USD,None,https://www.autodesk.com/
SINGAPORE TELECOMMUNICATIONS (SINGTEL),Chua Sock Koong,Singapore,364,41.029 Billion USD,468,29.745 Billion USD,562,27.179 Billion USD,642,28.541 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/singtel.jpg?itok=0WU1w4XR,https://www.singtel.com/
NIDEC CORPORATION,Shigenobu Nagamori,Japan,365,40.839 Billion USD,356,38.310 Billion USD,269,49.495 Billion USD,194,74.850 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/nidec.jpg?itok=PZfwUAKg,https://www.nidec.com
COMPASS GROUP,Dominic Blakemore,UK,366,40.778 Billion USD,579,24.888 Billion USD,561,27.189 Billion USD,537,33.248 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/compass-group.jpg?itok=hdfpgppH,https://www.compass-group.com
HANG SENG BANK,Louisa Cheang Wai Wan,Hong Kong,367,40.766 Billion USD,421,32.830 Billion USD,500,30.048 Billion USD,542,32.968 Billion USD,None,https://www.hangseng.com
MITSUBISHI CORPORATION,Takehiko Kakiuchi,Japan,368,40.692 Billion USD,439,31.034 Billion USD,447,32.452 Billion USD,485,36.350 Billion USD,None,https://www.mitsubishicorp.com/
KEURIG DR PEPPER,Bob Gamgort,USA,369,40.682 Billion USD,338,40.146 Billion USD,347,40.710 Billion USD,367,45.030 Billion USD,None,https://www.keurigdrpepper.com/
DOW Inc,Fitterling,USA,370,40.426 Billion USD,444,30.807 Billion USD,451,32.305 Billion USD,419,41.167 Billion USD,None,https://www.dow.com/
CENTRAL JAPAN RAILWAY COMPANY,Hiroto Takeuchi,Japan,371,40.302 Billion USD,466,29.810 Billion USD,550,27.864 Billion USD,679,27.070 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/central_japan_railway.jpg?itok=c7FgRfY0,https://global.jr-central.co.jp
MANULIFE FINANCIAL CORPORATION,Roy Gori,Canada,372,40.142 Billion USD,536,26.465 Billion USD,531,28.590 Billion USD,513,34.456 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/manulife.jpg?itok=eTEKCA6M,https://www.manulife.com/
MURATA MANUFACTURING,Tsuneo Murata,Japan,373,40.135 Billion USD,365,37.215 Billion USD,363,39.083 Billion USD,264,58.480 Billion USD,None,https://www.murata.com/
V.F. CORPORATION,Steve Rendle,USA,374,40.029 Billion USD,606,23.989 Billion USD,656,24.026 Billion USD,536,33.310 Billion USD,None,https://www.vfc.com/
CHINA CITIC BANK CORPORATION,Mingqiang BI,China,375,39.946 Billion USD,401,33.851 Billion USD,440,32.802 Billion USD,538,33.197 Billion USD,None,http://www.citicbank.com/en/
DIDI CHUXING,None,China,375,None,None,None,None,None,375,None,None,https://www.didiglobal.com/
DOLLAR GENERAL CORPORATION,Todd J Vasos,USA,376,39.939 Billion USD,271,47.696 Billion USD,266,50.075 Billion USD,310,51.524 Billion USD,None,https://www.dollargeneral.com/
FEDEX CORPORATION,Frederick W. Smith,USA,377,39.928 Billion USD,335,40.619 Billion USD,230,55.148 Billion USD,217,68.818 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/fedex.jpg?itok=TJCSBTfF,https://www.fedex.com
ENGIE,Claire Waysand,France,378,39.782 Billion USD,443,30.817 Billion USD,456,31.898 Billion USD,477,36.848 Billion USD,None,https://www.engie.com
ANGLO AMERICAN,Mark Cutifani,UK,379,39.779 Billion USD,461,29.944 Billion USD,434,33.173 Billion USD,366,45.192 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/anglo-american.jpg?itok=319uhsIW,https://www.angloamerican.com/
JAPAN TOBACCO,Eddy Pirard,Japan,380,39.698 Billion USD,423,32.773 Billion USD,421,33.782 Billion USD,497,35.370 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/jt.jpg?itok=NkYB58F4,https://www.jt.com/
KAO CORPORATION,Michitaka Sawada,Japan,381,39.673 Billion USD,350,38.780 Billion USD,382,37.022 Billion USD,474,37.050 Billion USD,None,https://www.kao.com
FOSHAN HAITIAN FLAVOURING AND FOOD COMPANY,Pang Kang,China,382,39.556 Billion USD,206,56.413 Billion USD,154,75.081 Billion USD,132,99.470 Billion USD,None,http://www.haitian-food.com/
TOKIO MARINE HOLDINGS,Satoru Komiya,Japan,383,39.532 Billion USD,445,30.616 Billion USD,458,31.759 Billion USD,496,35.370 Billion USD,None,https://www.tokiomarinehd.com/en/
PT BANK RAKYAT INDONESIA (PERSERO) TBK,None,Indonesia,384,39.502 Billion USD,551,25.750 Billion USD,507,29.626 Billion USD,457,38.040 Billion USD,None,http://www.ir-bri.com/
SAIC MOTOR CORPORATION,Chen Hong,China,385,39.486 Billion USD,449,30.506 Billion USD,502,29.884 Billion USD,383,43.708 Billion USD,None,http://www.saicmotor.com
NATIONAL COMMERCIAL BANK,Faisal Omar al-Sakkaf,Saudi Arabia,386,39.412 Billion USD,459,30.074 Billion USD,478,30.704 Billion USD,510,34.569 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-06/ncb.JPG?itok=gvmvcmrn,http://www.alahli.com/
CITIC,Stanley Ching,China,387,39.406 Billion USD,475,29.346 Billion USD,535,28.439 Billion USD,889,20.599 Billion USD,None,https://www.citic.com
NATWEST GROUP,Alison Rose,UK,388,39.388 Billion USD,809,18.440 Billion USD,858,18.130 Billion USD,660,27.807 Billion USD,None,https://www.natwestgroup.com/
KRAFT HEINZ COMPANY,Miguel Patricio,USA,389,39.374 Billion USD,348,38.866 Billion USD,327,42.252 Billion USD,400,42.376 Billion USD,None,http://www.kraftheinzcompany.com/
EATON CORPORATION,Craig Arnold,Ireland,390,39.310 Billion USD,392,34.588 Billion USD,352,40.246 Billion USD,343,47.888 Billion USD,None,https://www.eaton.com
MARATHON PETROLEUM CORPORATION,Michael J. Hennigan,USA,391,39.303 Billion USD,624,23.455 Billion USD,688,23.035 Billion USD,688,26.911 Billion USD,None,http://www.marathonpetroleum.com/
ORANGE S.A,Stephane Richard,France,392,39.294 Billion USD,426,32.380 Billion USD,475,30.835 Billion USD,566,31.509 Billion USD,None,https://www.orange.com
MIZUHO FINANCIAL GROUP,Yasuhiro Sato,Japan,393,39.266 Billion USD,436,31.388 Billion USD,425,33.571 Billion USD,558,32.006 Billion USD,None,https://www.mizuho-fg.com
CHINA MINSHENG BANKING,Zheng Wanchun,China,394,39.210 Billion USD,382,35.662 Billion USD,418,33.943 Billion USD,540,33.035 Billion USD,None,http://www.cmbc.com.cn/
AUDI AG,Markus Duesmann,Germany,395,39.052 Billion USD,145,76.437 Billion USD,138,81.184 Billion USD,171,82.150 Billion USD,None,https://www.audi.com
VALERO ENERGY CORPORATION,Joseph W. Gorder,USA,396,38.947 Billion USD,642,22.970 Billion USD,735,21.456 Billion USD,800,23.069 Billion USD,None,https://www.valero.com
WORKDAY,Aneel Bhusri,USA,397,38.886 Billion USD,296,44.286 Billion USD,297,45.273 Billion USD,271,57.506 Billion USD,None,https://www.workday.com
AFLAC,Dan Amos,USA,398,38.789 Billion USD,567,25.299 Billion USD,598,25.964 Billion USD,575,31.238 Billion USD,None,https://www.aflac.com/
NEWMONT CORPORATION,Tom Palmer,USA,399,38.787 Billion USD,264,48.926 Billion USD,251,52.657 Billion USD,340,48.113 Billion USD,None,https://www.newmont.com
JARDINE STRATEGIC HOLDINGS,David Hsu,Hong Kong,400,38.775 Billion USD,358,38.137 Billion USD,375,37.774 Billion USD,460,37.907 Billion USD,None,https://www.jardines.com/
CHINA TOWER CORPORATION,Tong Jilu,China,401,38.669 Billion USD,381,35.694 Billion USD,433,33.178 Billion USD,712,25.879 Billion USD,None,https://www.china-tower.com
BANCO DO BRASIL,Andre Guilherme Brandao,Brazil,402,38.433 Billion USD,832,17.980 Billion USD,919,16.916 Billion USD,869,21.313 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/banco-brasil.jpg?itok=SMbBWp00,https://www.bb.com.br
BANCO BILBAO VIZCAYA ARGENTARIA,Onur Genc,Spain,403,38.366 Billion USD,573,25.176 Billion USD,823,19.118 Billion USD,541,33.030 Billion USD,None,https://www.bbva.es
CANADIAN NATURAL RESOURCES,Murray Edwards,Canada,404,38.300 Billion USD,691,21.386 Billion USD,696,22.813 Billion USD,647,28.333 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/canadian-natural.jpg?itok=vrs6fcpF,https://www.cnrl.com/
DELL TECHNOLOGIES,Michael S. Dell,USA,405,38.280 Billion USD,340,39.819 Billion USD,302,44.790 Billion USD,289,54.953 Billion USD,None,https://www.delltechnologies.com/
JAPAN POST HOLDINGS,Hiroya Masuda,Japan,406,38.162 Billion USD,485,28.672 Billion USD,504,29.697 Billion USD,567,31.500 Billion USD,None,https://www.japanpost.jp/
DELTA AIR LINES,Ed Bastian,USA,407,38.161 Billion USD,845,17.679 Billion USD,892,17.394 Billion USD,717,25.643 Billion USD,None,https://www.delta.com/
OCCIDENTAL PETROLEUM CORPORATION,Vicki Hollub,USA,408,38.089 Billion USD,905,16.300 Billion USD,"1,235",12.241 Billion USD,"1,115",16.119 Billion USD,None,https://www.oxy.com
CHINA EVERGRANDE GROUP,Xia Haijun,China,409,37.887 Billion USD,302,43.787 Billion USD,443,32.586 Billion USD,723,25.443 Billion USD,None,http://www.evergrande.com
FRESENIUS SE,Stephan Sturm,Germany,410,37.793 Billion USD,399,34.105 Billion USD,501,29.947 Billion USD,599,30.278 Billion USD,None,https://www.fresenius.com/
PRUDENTIAL FINANCIAL,Charles F. Lowrey,USA,411,37.776 Billion USD,625,23.424 Billion USD,569,26.627 Billion USD,582,30.916 Billion USD,None,https://www.prudential.com/
ROPER TECHNOLOGIES,Neil Hunn,USA,412,37.450 Billion USD,333,40.837 Billion USD,298,45.234 Billion USD,364,45.209 Billion USD,None,http://www.ropertech.com/
FORD MOTOR COMPANY,Jim Hackett,USA,413,37.349 Billion USD,603,24.061 Billion USD,577,26.496 Billion USD,504,34.970 Billion USD,None,https://www.ford.com/
CK HUTCHISON HOLDINGS,Mr. Li,Hong Kong,414,37.348 Billion USD,546,25.943 Billion USD,607,25.592 Billion USD,689,26.908 Billion USD,None,http://www.ckh.com.hk
CANADIAN IMPERIAL BANK OF COMMERCE,Victor G. Dodig,Canada,415,37.306 Billion USD,507,28.020 Billion USD,438,32.945 Billion USD,455,38.118 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/cibc.jpg?itok=SLWAjyhJ,https://www.cibc.com
BOC HONG KONG,Gao Yingxin,Hong Kong,416,37.179 Billion USD,420,32.918 Billion USD,485,30.444 Billion USD,557,32.046 Billion USD,None,https://www.bochk.com
TELEFONICA SA,Jose Maria Alvarez-Pallete Lopez,Spain,417,37.098 Billion USD,607,23.981 Billion USD,725,21.575 Billion USD,887,20.749 Billion USD,None,https://www.telefonica.com
MTR CORPORATION,Jacob Kam,Hong Kong,418,36.743 Billion USD,413,33.271 Billion USD,457,31.882 Billion USD,511,34.513 Billion USD,None,http://www.mtr.com.hk/
COUNTRY GARDEN HOLDINGS COMPANY,Bin Mo,China,419,36.577 Billion USD,471,29.516 Billion USD,509,29.563 Billion USD,597,30.467 Billion USD,None,http://www.countrygarden.com.au/
CHINA RESOURCES LAND,Tang Yong,China,420,36.525 Billion USD,457,30.082 Billion USD,453,32.214 Billion USD,620,29.431 Billion USD,None,http://www.crland.com.hk/
FANUC CORPORATION,Yoshiharu Inaba,Japan,421,36.492 Billion USD,406,33.614 Billion USD,423,33.735 Billion USD,348,46.910 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/fanuc.jpg?itok=uSznQeF6,https://www.fanuc.com/
CONSTELLATION BRANDS,Bill Newlands,USA,422,36.477 Billion USD,379,35.847 Billion USD,408,34.614 Billion USD,398,42.458 Billion USD,None,https://www.cbrands.com/
ALLSTATE CORPORATION,Thomas J. Wilson,USA,423,36.452 Billion USD,391,34.664 Billion USD,510,29.511 Billion USD,534,33.426 Billion USD,None,https://www.allstate.com
ALIMENTATION COUCHE-TARD,Brian P. Hannasch,Canada,424,36.373 Billion USD,380,35.775 Billion USD,366,38.639 Billion USD,459,37.934 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/couche-tard.jpg?itok=fggFFTO_,https://corpo.couche-tard.com/
JAPAN POST BANK,Masatsugu Nagato,Japan,425,36.211 Billion USD,491,28.449 Billion USD,513,29.422 Billion USD,591,30.600 Billion USD,None,https://www.jp-bank.japanpost.jp
HOYA CORPORATION,Hiroshi Suzuki,Japan,426,36.165 Billion USD,375,36.391 Billion USD,403,35.528 Billion USD,311,51.451 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/hoya.jpg?itok=eivxPI4k,http://www.hoya.com/
OVERSEA-CHINESE BANKING CORPORATION,Samuel N. Tsien,Singapore,427,35.969 Billion USD,477,29.013 Billion USD,549,27.881 Billion USD,533,33.538 Billion USD,None,http://www.ocbc.com
SPACEX,None,USA,427,None,None,None,None,None,427,None,None,https://www.spacex.com/
STRIPE,None,USA,427,None,None,None,None,None,427,None,None,https://stripe.com/
THOMSON REUTERS CORPORATION,Steve Hasker,Canada,428,35.894 Billion USD,404,33.697 Billion USD,373,38.220 Billion USD,428,40.614 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/thomson-reuters.jpg?itok=RZHiEV3j,https://www.thomsonreuters.com
BAJAJ FINANCE,Sanjiv Bajaj,India,429,35.784 Billion USD,641,22.971 Billion USD,573,26.598 Billion USD,385,43.406 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/bajaj-finserv.jpg?itok=yMUr6yPl,https://www.bajajfinserv.in/
DENSO CORPORATION,Koji Arima,Japan,430,35.779 Billion USD,455,30.185 Billion USD,463,31.502 Billion USD,353,46.150 Billion USD,None,https://www.denso.com
NXP SEMICONDUCTORS,Kurt Sievers,Netherlands,431,35.769 Billion USD,441,30.892 Billion USD,419,33.926 Billion USD,371,44.483 Billion USD,None,https://www.nxp.com/
LONDON STOCK EXCHANGE GROUP,David Schwimmer,UK,432,35.743 Billion USD,368,37.075 Billion USD,345,40.754 Billion USD,386,43.305 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/london_stock_exchange.jpg?itok=2oip-hV5,https://www.lseg.com/
AIRPORTS OF THAILAND,None,Thailand,433,35.711 Billion USD,516,27.670 Billion USD,635,24.686 Billion USD,611,29.643 Billion USD,None,https://www.airportthai.co.th/en/
THE TRAVELERS COMPANIES,Alan D. Schnitzer,USA,434,35.618 Billion USD,493,28.434 Billion USD,538,28.314 Billion USD,492,35.557 Billion USD,None,https://www.travelers.com/
AB VOLVO,Martin Lundstedt,Sweden,435,35.336 Billion USD,425,32.440 Billion USD,379,37.401 Billion USD,341,48.101 Billion USD,None,https://www.volvogroup.com/
XIAOMI CORPORATION,Lei Jun,China,436,35.255 Billion USD,322,42.242 Billion USD,217,56.837 Billion USD,116,107.850 Billion USD,None,https://www.mi.com
AMADEUS IT GROUP,Luis Maroto,Spain,437,35.212 Billion USD,631,23.276 Billion USD,667,23.687 Billion USD,549,32.656 Billion USD,None,https://amadeus.com/en
H & M HENNES & MAURITZ AB,Helena Helmersson,Sweden,438,35.101 Billion USD,511,27.909 Billion USD,544,28.136 Billion USD,450,38.477 Billion USD,None,https://www.hm.com/
CARNIVAL CORPORATION,Arnold W. Donald,USA,439,35.099 Billion USD,None,12.422 Billion USD,"1,181",12.847 Billion USD,772,23.913 Billion USD,None,http://www.carnivalcorp.com/
CANADIAN PACIFIC RAILWAY,Keith Creel,Canada,440,35.063 Billion USD,395,34.350 Billion USD,350,40.401 Billion USD,350,46.571 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/canadian-pacific.jpg?itok=EUBzrxd1,https://www.cpr.ca/en/
TOKYO ELECTRON LIMITED,Toshiki Kawai,Japan,441,35.037 Billion USD,337,40.221 Billion USD,332,41.335 Billion USD,273,57.300 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/tel.jpg?itok=LjVP5jyA,https://www.tel.com/
EDF (ELECTRICITE DE FRANCE),Jean-Bernard Levy,France,442,34.932 Billion USD,440,30.985 Billion USD,466,31.210 Billion USD,336,48.662 Billion USD,None,https://www.edfenergy.com/
TRAFIGURA,None,USA,442,None,None,None,None,None,442,None,None,https://www.trafigura.com/
ITOCHU CORPORATION,Masahiro Okafuji,Japan,443,34.865 Billion USD,428,32.051 Billion USD,383,36.889 Billion USD,391,42.770 Billion USD,None,https://www.itochu.co.jp
